"","SUNY at Buffalo  - North Campus","","","","",""
"","Building Utilities Cost & Consumption Report","","","","",""
"","Accounting Period: July 2013 to June 2014","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"Building Code","Building Name","Use","Demand","Cost","Cost/Unit","Notes"
"","","","","","",""
"03-ALUMNI-A480","ALUMNI ARENA","391,865 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","","","","","",""
"","Aug","73248","","4452.44","0.060785823503713",""
"","","","","","",""
"","Sep","81230","","5274.47","0.064932537239936",""
"","","","","","",""
"","Oct","86567","","5201.48","0.060086176025506",""
"","","","","","",""
"","Nov","100177","","7134.88","0.071222735757709",""
"","","","","","",""
"","Dec","110187","","7477.65","0.067863268806665",""
"","","","","","",""
"","Jan","121128","","14969.62","0.12358513308236",""
"","","","","","",""
"","Feb","121306","","11445.35","0.094351062602015",""
"","","","","","",""
"","Mar","121502","","11339.65","0.093328916396438",""
"","","","","","",""
"","Apr","105100","","7824.45","0.074447668886774",""
"","","","","","",""
"","May","87593","","7730.55","0.088255340038588",""
"","","","","","",""
"","Jun","79938","","6362.1","0.079587930646251",""
"","","","","","",""
"","","1159701","","94577.6","0.081553434893994",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","60","","34.2618","0.57103","Steady increase in ngas usage since Fall 2012 - why?"
"","","","","","",""
"","Aug","50","","27.4423","0.548846",""
"","","","","","",""
"","Sep","110","","58.2466","0.52951454545455",""
"","","","","","",""
"","Oct","480","","249.0891","0.518935625",""
"","","","","","",""
"","Nov","1290","","639.4689","0.4957123255814",""
"","","","","","",""
"","Dec","2090","","1111.9612","0.53203885167464",""
"","","","","","",""
"","Jan","2660","","1502.5507","0.56486868421053",""
"","","","","","",""
"","Feb","2230","","1365.548","0.6123533632287",""
"","","","","","",""
"","Mar","1940","","1130.0984","0.58252494845361",""
"","","","","","",""
"","Apr","790","","490.443","0.62081392405063",""
"","","","","","",""
"","May","270","","168.298","0.62332592592593",""
"","","","","","",""
"","Jun","10","","6.4145","0.64145",""
"","","","","","",""
"","","11980","","6783.8225","0.56626231218698",""
"Buidling Total Cost","Buidling Total Cost","","","101361.4225","",""
"","","","","","",""
"03-JARVIS-A440","Jarvis","58,851 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","86383.11","","6461.37","0.074798997165071",""
"","","","","","",""
"","Aug","149768","","9103.76","0.060785748624539",""
"","","","","","",""
"","Sep","119176","","7738.4","0.064932536752366",""
"","","","","","",""
"","Oct","139605.6","","8388.37","0.060086199980517",""
"","","","","","",""
"","Nov","198003.54","","14102.35","0.071222716523149",""
"","","","","","",""
"","Dec","262702.62","","17827.85","0.067863236384928",""
"","","","","","",""
"","Jan","296303.84","","36618.76","0.12358516852161",""
"","","","","","",""
"","Feb","227756.44","","21489.07","0.094351097163268",""
"","","","","","",""
"","Mar","250444.59","","23373.72","0.093328907603874",""
"","","","","","",""
"","Apr","213446.26","","15890.58","0.074447685333067",""
"","","","","","",""
"","May","58855.82","","5194.34","0.088255333117439",""
"","","","","","",""
"","Jun","90523.49","","7204.58","0.079587961091646",""
"","","","","","",""
"","","2092969.31","","173393.15","0.082845529158762",""
"Buidling Total Cost","Buidling Total Cost","","","173393.15","",""
"","","","","","",""
"03-KETADD-A431&03-KETTER-A430","KETTER HALL & Ketter Addition","72,640 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","124912","1037.87","9343.2992","0.074799052132701","Fall 2012 - Electric & gas usage increased - why?"
"","","","","","",""
"","Aug","128655","1053.37","7820.3931","0.060785768916871",""
"","","","","","",""
"","Sep","137193","1015.12","8908.2899","0.064932539561056",""
"","","","","","",""
"","Oct","177737","1034.75","10679.5392","0.060086190269893",""
"","","","","","",""
"","Nov","157408","1094.91","11211.0217","0.071222693255743",""
"","","","","","",""
"","Dec","191519","1171.4","12991.6481","0.067834774095521",""
"","","","","","",""
"","Jan","211078","1149.57","26086.1112","0.12358517325349",""
"","","","","","",""
"","Feb","194281","1085.05","18330.6229","0.094351083739532",""
"","","","","","",""
"","Mar","197323","1081.24","18415.9405","0.093328909959812",""
"","","","","","",""
"","Apr","144881","1052.74","10786.0565","0.074447695004866",""
"","","","","","",""
"","May","129125","886.32","11395.9664","0.088255306098742",""
"","","","","","",""
"","Jun","134093","1054.09","10672.1915","0.079587983712796",""
"","","","","","",""
"","","1928205","","156641.0802","0.081236735824251",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","1","","0.571","0.571","Fall 2012 - Electric & gas usage increased - why?"
"","","","","","",""
"","Aug","0","","0","0",""
"","","","","","",""
"","Sep","1","","0.5295","0.5295",""
"","","","","","",""
"","Oct","0","","0","0",""
"","","","","","",""
"","Nov","1","","0.4957","0.4957",""
"","","","","","",""
"","Dec","1933","","1028.4311","0.53203885152613",""
"","","","","","",""
"","Jan","2850","","1609.8757","0.56486866666667",""
"","","","","","",""
"","Feb","2985","","1827.8748","0.61235336683417",""
"","","","","","",""
"","Mar","1813","","1056.1178","0.5825249862107",""
"","","","","","",""
"","Apr","643","","399.1834","0.62081399688958",""
"","","","","","",""
"","May","80","","49.8661","0.62332625",""
"","","","","","",""
"","Jun","3","","1.9244","0.64146666666667",""
"","","","","","",""
"","","10310","","5974.8695","0.57952177497575",""
"Buidling Total Cost","Buidling Total Cost","","","162615.9497","",""
"","","","","","",""
"03-KNOX-A490","KNOX LECTURE HALLS","46,956 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","50230","176.27","3757.1564","0.074799052359148","13-14: Eclectic increase - very cold winter."
"","","","","","",""
"","Aug","41483","156.47","2521.576","0.060785767663862",""
"","","","","","",""
"","Sep","49251","207.38","3197.9925","0.064932539440824",""
"","","","","","",""
"","Oct","56948","204.4","3421.7884","0.060086190911007",""
"","","","","","",""
"","Nov","64249","267.12","4575.9868","0.071222692960202",""
"","","","","","",""
"","Dec","81339","254.09","5517.6127","0.06783477421655",""
"","","","","","",""
"","Jan","133491","305.6","16497.5084","0.1235851735323",""
"","","","","","",""
"","Feb","113580","237.97","10716.3961","0.094351083817574",""
"","","","","","",""
"","Mar","99383","272.29","9275.3071","0.093328910377026",""
"","","","","","",""
"","Apr","53854","203.47","4009.3062","0.074447695621495",""
"","","","","","",""
"","May","49602","204.59","4377.6397","0.088255306237652",""
"","","","","","",""
"","Jun","38055","171.87","3028.7207","0.079587983182236",""
"","","","","","",""
"","","831465","","70896.991","0.085267559067429",""
"Buidling Total Cost","Buidling Total Cost","","","70896.991","",""
"","","","","","",""
"03-LOCKWD-A350","LOCKWOOD","237,315 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","205385","586.76","15362.6032","0.074799051537357","13-14: Eclectic increase - very cold winter."
"","","","","","",""
"","Aug","215395","690.54","13092.9506","0.060785768471877",""
"","","","","","",""
"","Sep","239378","677.71","15543.4215","0.064932539748849",""
"","","","","","",""
"","Oct","304894","736.14","18319.9189","0.060086190282524",""
"","","","","","",""
"","Nov","399589","978.58","28459.8047","0.071222693067126",""
"","","","","","",""
"","Dec","467055","1102.93","31682.5705","0.067834774277119",""
"","","","","","",""
"","Jan","577611","1137.47","71384.1556","0.12358517341256",""
"","","","","","",""
"","Feb","505052","1078.5","47652.2036","0.094351083848792",""
"","","","","","",""
"","Mar","471331","1008.91","43988.8084","0.093328909831944",""
"","","","","","",""
"","Apr","319243","834.5","23766.9056","0.074447695329263",""
"","","","","","",""
"","May","253221","720.04","22348.0969","0.088255306234475",""
"","","","","","",""
"","Jun","188755","454.98","15022.6299","0.079587983894466",""
"","","","","","",""
"","","4146909","","346624.0694","0.083586128704536",""
"Buidling Total Cost","Buidling Total Cost","","","346624.0694","",""
"","","","","","",""
"03-MAIL_C-A451","MAIL CENTER","10,344 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","5934","22.47","443.8576","0.074799056285811",""
"","","","","","",""
"","Aug","5541","22.32","336.8139","0.060785760693016",""
"","","","","","",""
"","Sep","4525","23.31","293.8197","0.06493253038674",""
"","","","","","",""
"","Oct","4623","19.02","277.7785","0.060086199437595",""
"","","","","","",""
"","Nov","4475","14.78","318.7216","0.071222703910615",""
"","","","","","",""
"","Dec","4853","15.4","329.2022","0.067834782608696",""
"","","","","","",""
"","Jan","5304","17.49","655.4958","0.12358518099548",""
"","","","","","",""
"","Feb","5927","18.47","559.2189","0.094351088240256",""
"","","","","","",""
"","Mar","5388","17.13","502.8562","0.093328916109874",""
"","","","","","",""
"","Apr","4745","15.78","353.2543","0.074447692307692",""
"","","","","","",""
"","May","4166","18.48","367.6716","0.088255304848776",""
"","","","","","",""
"","Jun","4900","22.58","389.9811","0.079587979591837",""
"","","","","","",""
"","","60381","","4828.6714","0.079970046869048",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","39","","22.2702","0.57103076923077","13-14: Ngas increase - very cold winter."
"","","","","","",""
"","Aug","33","","18.1119","0.54884545454545",""
"","","","","","",""
"","Sep","103","","54.54","0.5295145631068",""
"","","","","","",""
"","Oct","400","","207.5743","0.51893575",""
"","","","","","",""
"","Nov","1141","","565.6078","0.49571235758107",""
"","","","","","",""
"","Dec","1857","","987.9962","0.53203887991384",""
"","","","","","",""
"","Jan","1988","","1122.9589","0.56486866197183",""
"","","","","","",""
"","Feb","1707","","1045.2872","0.61235336848272",""
"","","","","","",""
"","Mar","1682","","979.807","0.58252497027348",""
"","","","","","",""
"","Apr","762","","473.0602","0.62081391076115",""
"","","","","","",""
"","May","158","","98.4855","0.62332594936709",""
"","","","","","",""
"","Jun","7","","4.4902","0.64145714285714",""
"","","","","","",""
"","","9877","","5580.1894","0.56496804697783",""
"Buidling Total Cost","Buidling Total Cost","","","10408.8608","",""
"","","","","","",""
"03-MATH-A620","Math Building","33,629 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","19547","39.95","1462.0971","0.074799053563207",""
"","","","","","",""
"","Aug","21015","48.16","1277.4129","0.060785767309065",""
"","","","","","",""
"","Sep","23589","59.29","1531.6937","0.064932540590953",""
"","","","","","",""
"","Oct","27115","60.34","1629.2371","0.060086192144569",""
"","","","","","",""
"","Nov","24870","60.59","1771.3084","0.071222694008846",""
"","","","","","",""
"","Dec","22535","60.28","1528.6566","0.067834772575993",""
"","","","","","",""
"","Jan","24187","56.64","2989.1546","0.12358517385372",""
"","","","","","",""
"","Feb","24737","60.36","2333.9628","0.094351085418604",""
"","","","","","",""
"","Mar","25682","59.79","2396.8731","0.093328911299743",""
"","","","","","",""
"","Apr","25391","60","1890.3014","0.074447694064826",""
"","","","","","",""
"","May","23423","58.88","2067.204","0.088255304615122",""
"","","","","","",""
"","Jun","19175","41.01","1526.0996","0.079587984354628",""
"","","","","","",""
"","","281266","","22404.0013","0.079654139853377",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","0","","0","0","Fall 2012:  gas usage increased during winter months."
"","","","","","",""
"","Aug","40","","21.9538","0.548845",""
"","","","","","",""
"","Sep","340","","180.0349","0.52951441176471",""
"","","","","","",""
"","Oct","800","","415.1486","0.51893575",""
"","","","","","",""
"","Nov","1280","","634.5118","0.49571234375",""
"","","","","","",""
"","Dec","1930","","1026.835","0.53203886010363",""
"","","","","","",""
"","Jan","2700","","1525.1454","0.56486866666667",""
"","","","","","",""
"","Feb","2170","","1328.8068","0.6123533640553",""
"","","","","","",""
"","Mar","2090","","1217.4772","0.58252497607656",""
"","","","","","",""
"","Apr","1010","","627.0221","0.62081396039604",""
"","","","","","",""
"","May","470","","292.9632","0.62332595744681",""
"","","","","","",""
"","Jun","60","","38.487","0.64145",""
"","","","","","",""
"","","12890","","7308.3858","0.56698105508146",""
"Buidling Total Cost","Buidling Total Cost","","","29712.3871","",""
"","","","","","",""
"03-NCHEM-A800","North Chemical Storage","6,216 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","8078","13.5","604.2267","0.074799046793761","2011: new smart meter installed, improved meter reading accuracy."
"","","","","","",""
"","Aug","7677","14.15","466.6523","0.060785762667709",""
"","","","","","",""
"","Sep","7704","16.46","500.2403","0.064932541536864",""
"","","","","","",""
"","Oct","9483","16.84","569.7973","0.060086185806179",""
"","","","","","",""
"","Nov","9786","16.24","696.9853","0.071222695687717",""
"","","","","","",""
"","Dec","10277","17.47","697.138","0.067834776685803",""
"","","","","","",""
"","Jan","10649","16.76","1316.0585","0.12358517231665",""
"","","","","","",""
"","Feb","9454","16.99","891.9951","0.094351078908399",""
"","","","","","",""
"","Mar","10227","16.76","954.4748","0.09332891365992",""
"","","","","","",""
"","Apr","9288","16.48","691.4702","0.074447695951766",""
"","","","","","",""
"","May","9027","15.67","796.6806","0.088255300764374",""
"","","","","","",""
"","Jun","8440","16.09","671.7226","0.079587985781991",""
"","","","","","",""
"","","110090","","8857.4417","0.080456369334181",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","10","","5.7103","0.57103",""
"","","","","","",""
"","Aug","0","","0","0",""
"","","","","","",""
"","Sep","461","","244.1062","0.52951453362256",""
"","","","","","",""
"","Oct","908","","471.1936","0.51893568281938",""
"","","","","","",""
"","Nov","2509","","1243.7423","0.49571235552013",""
"","","","","","",""
"","Dec","3864","","2055.7981","0.53203884575569",""
"","","","","","",""
"","Jan","4723","","2667.8748","0.56486868515774",""
"","","","","","",""
"","Feb","4145","","2538.2047","0.6123533655006",""
"","","","","","",""
"","Mar","3946","","2298.6435","0.58252496198682",""
"","","","","","",""
"","Apr","1716","","1065.3167","0.62081392773893",""
"","","","","","",""
"","May","553","","344.6993","0.623326039783",""
"","","","","","",""
"","Jun","51","","32.714","0.64145098039216",""
"","","","","","",""
"","","22886","","12968.0035","0.56663477671939",""
"Buidling Total Cost","Buidling Total Cost","","","21825.4452","",""
"","","","","","",""
"03-NSC-A550","NATURAL SCIENCE & MATH.","307,016 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","655627","832.61","49040.2787","0.074799052967617",""
"","","","","","",""
"","Aug","629872","1363.04","38287.2534","0.060785768219575",""
"","","","","","",""
"","Sep","811748","1229.37","52708.8591","0.064932539531973",""
"","","","","","",""
"","Oct","678686","1110.84","40779.6562","0.060086190373752",""
"","","","","","",""
"","Nov","674370","1131.55","48030.4475","0.071222693032015",""
"","","","","","",""
"","Dec","672143","1074.81","45594.6687","0.067834774296541",""
"","","","","","",""
"","Jan","677414","1110.43","83718.3267","0.12358517346851",""
"","","","","","",""
"","Feb","649400","1161.02","61271.5939","0.094351083923622",""
"","","","","","",""
"","Mar","726350","1149.07","67789.4538","0.0933289100296",""
"","","","","","",""
"","Apr","687904","1150.74","51212.8673","0.074447695172582",""
"","","","","","",""
"","May","663594","1145.55","58565.6917","0.088255306256536",""
"","","","","","",""
"","Jun","675199","1035.45","53737.7273","0.079587984135048",""
"","","","","","",""
"","","8202307","","650736.8243","0.079335828846689",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","29530","","16862.5195","0.57103012190992",""
"","","","","","",""
"","Aug","28580","","15686.006","0.5488455563331",""
"","","","","","",""
"","Sep","27590","","14609.3036","0.5295144472635",""
"","","","","","",""
"","Oct","35150","","18240.5906","0.51893572119488",""
"","","","","","",""
"","Nov","62160","","30813.4794","0.49571234555985",""
"","","","","","",""
"","Dec","115910","","61668.624","0.53203885773445",""
"","","","","","",""
"","Jan","140535","","79383.8197","0.5648686782652",""
"","","","","","",""
"","Feb","117980","","72245.4494","0.61235335989151",""
"","","","","","",""
"","Mar","114320","","66594.2543","0.58252496763471",""
"","","","","","",""
"","Apr","48290","","29979.1048","0.6208139324912",""
"","","","","","",""
"","May","32280","","20120.9644","0.62332603469641",""
"","","","","","",""
"","Jun","26670","","17107.4806","0.64145034120735",""
"","","","","","",""
"","","778995","","443311.5963","0.56908143993222",""
"Buidling Total Cost","Buidling Total Cost","","","1094048.4206","",""
"","","","","","",""
"03-OBRIAN-A190","OBRIAN HALL","205,534 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","116109","265.36","8684.8431","0.074799051753094",""
"","","","","","",""
"","Aug","117000","265.32","7111.9349","0.060785768376068",""
"","","","","","",""
"","Sep","132293","312.02","8590.1205","0.064932539892511",""
"","","","","","",""
"","Oct","149497","327.64","8982.7052","0.060086190358335",""
"","","","","","",""
"","Nov","143266","343.54","10203.7904","0.071222693451342",""
"","","","","","",""
"","Dec","152513","332.32","10345.6849","0.067834774084832",""
"","","","","","",""
"","Jan","149091","309.79","18425.4371","0.12358517348465",""
"","","","","","",""
"","Feb","154459","359.53","14573.3741","0.094351084106462",""
"","","","","","",""
"","Mar","158593","351.63","14801.3118","0.093328909851002",""
"","","","","","",""
"","Apr","153419","337.51","11421.691","0.07444769552663",""
"","","","","","",""
"","May","139574","329.54","12318.1461","0.088255306145844",""
"","","","","","",""
"","Jun","122342","268.22","9736.9532","0.07958798450246",""
"","","","","","",""
"","","1688156","","135195.9923","0.080085011278579",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","524","","299.2198","0.57103015267176",""
"","","","","","",""
"","Aug","677","","371.5684","0.54884549483013",""
"","","","","","",""
"","Sep","2394","","1267.6576","0.52951445279866",""
"","","","","","",""
"","Oct","3303","","1714.0447","0.5189357250984",""
"","","","","","",""
"","Nov","7669","","3801.618","0.4957123484157",""
"","","","","","",""
"","Dec","12703","","6758.4896","0.53203885696292",""
"","","","","","",""
"","Jan","11936","","6742.2726","0.56486868297587",""
"","","","","","",""
"","Feb","13119","","8033.4637","0.61235335772544",""
"","","","","","",""
"","Mar","13281","","7736.5141","0.5825249679994",""
"","","","","","",""
"","Apr","7331","","4551.1869","0.62081392715864",""
"","","","","","",""
"","May","4545","","2833.0168","0.62332602860286",""
"","","","","","",""
"","Jun","980","","628.6213","0.64145030612245",""
"","","","","","",""
"","","78462","","44737.6735","0.57018268078815",""
"Buidling Total Cost","Buidling Total Cost","","","179933.6658","",""
"","","","","","",""
"03-PARK-A590","PARK HALL","142,135 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","161737","765.77","12097.7743","0.074799052164934",""
"","","","","","",""
"","Aug","159144","554.89","9673.6903","0.060785768235058",""
"","","","","","",""
"","Sep","165416","669.17","10740.881","0.064932539778498",""
"","","","","","",""
"","Oct","210968","712.72","12676.2634","0.060086190322703",""
"","","","","","",""
"","Nov","302763","880.95","21563.5963","0.071222693327784",""
"","","","","","",""
"","Dec","381146","961.42","25854.9528","0.067834774076076",""
"","","","","","",""
"","Jan","421288","1024.84","52064.9505","0.12358517332561",""
"","","","","","",""
"","Feb","375468","1022.64","35425.8128","0.094351083980526",""
"","","","","","",""
"","Mar","365497","1020.66","34111.4367","0.093328910223613",""
"","","","","","",""
"","Apr","252228","798.28","18777.7933","0.074447695339138",""
"","","","","","",""
"","May","197478","650.79","17428.4814","0.088255306413879",""
"","","","","","",""
"","Jun","161848","712.29","12881.156","0.079587983787257",""
"","","","","","",""
"","","3154981","","263296.7888","0.083454318361981",""
"Buidling Total Cost","Buidling Total Cost","","","263296.7888","",""
"","","","","","",""
"03-PORTER-A143","PORTER","143,294 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","89410","220.38","6687.7832","0.074799051560228",""
"","","","","","",""
"","Aug","88825","289.36","5399.2959","0.060785768646214",""
"","","","","","",""
"","Sep","141459","381.24","9185.2921","0.064932539463732",""
"","","","","","",""
"","Oct","165648","477.73","9953.1573","0.060086190596928",""
"","","","","","",""
"","Nov","310992","737.51","22149.6878","0.071222693188249",""
"","","","","","",""
"","Dec","373142","816.6","25312.0033","0.067834774161043",""
"","","","","","",""
"","Jan","462126","999.45","57111.9218","0.12358517330771",""
"","","","","","",""
"","Feb","455714","937.68","42997.1098","0.094351083793783",""
"","","","","","",""
"","Mar","436555","895.91","40743.2023","0.093328909988432",""
"","","","","","",""
"","Apr","257790","685.1","19191.8714","0.074447695410993",""
"","","","","","",""
"","May","151462","430.45","13367.3252","0.088255306281444",""
"","","","","","",""
"","Jun","94922","198.86","7554.6506","0.079587983818293",""
"","","","","","",""
"","","3028045","","259653.3007","0.085749485460091",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","440","","251.2533","0.57103022727273","12-13: Porter/Redjacket Virtual NGas no longer required, due to new Red Jkt Ngas meter."
"","","","","","",""
"","Aug","490","","268.9343","0.54884551020408",""
"","","","","","",""
"","Sep","1504","","796.3898","0.52951449468085",""
"","","","","","",""
"","Oct","1887","","979.2317","0.51893571807101",""
"","","","","","",""
"","Nov","3230","","1601.1509","0.49571235294118",""
"","","","","","",""
"","Dec","4163","","2214.8777","0.53203884218112",""
"","","","","","",""
"","Jan","4511","","2548.1227","0.56486869873642",""
"","","","","","",""
"","Feb","4853","","2971.7509","0.61235336905007",""
"","","","","","",""
"","Mar","4493","","2617.2847","0.58252497217895",""
"","","","","","",""
"","Apr","3414","","2119.4588","0.62081394258934",""
"","","","","","",""
"","May","1550","","966.1554","0.62332606451613",""
"","","","","","",""
"","Jun","700","","449.0152","0.64145028571429",""
"","","","","","",""
"","","31235","","17783.6254","0.56934930046422",""
"Buidling Total Cost","Buidling Total Cost","","","277436.9261","",""
"","","","","","",""
"03-RCHMND-A145","RICHMOND","155,707 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","171292","343.83","12812.4792","0.074799051911356",""
"","","","","","",""
"","Aug","164922","374.39","10024.9105","0.060785768423861",""
"","","","","","",""
"","Sep","171891","450.37","11161.3192","0.064932539807203",""
"","","","","","",""
"","Oct","206727","567.96","12421.4379","0.060086190483101",""
"","","","","","",""
"","Nov","393432","985.57","28021.2866","0.071222693121048",""
"","","","","","",""
"","Dec","506448","1103.49","34354.7857","0.067834774152529",""
"","","","","","",""
"","Jan","623976","1274.7","77114.1821","0.12358517330795",""
"","","","","","",""
"","Feb","561625","1156.89","52989.9275","0.094351083908302",""
"","","","","","",""
"","Mar","497566","1106.04","46437.2924","0.093328909933557",""
"","","","","","",""
"","Apr","274394","755.42","20428.0009","0.074447695284882",""
"","","","","","",""
"","May","128817","477.86","11368.7838","0.088255306364843",""
"","","","","","",""
"","Jun","66308","142.98","5277.32","0.079587983350425",""
"","","","","","",""
"","","3767398","","322411.7258","0.085579417359143",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","1341.1","","765.811","0.57103198866602",""
"","","","","","",""
"","Aug","951.9","","522.4454","0.5488448366425",""
"","","","","","",""
"","Sep","3481","","1843.2387","0.52951413386958",""
"","","","","","",""
"","Oct","4240.3","","2200.4397","0.51893491026578",""
"","","","","","",""
"","Nov","5041.6","","2499.1867","0.49571300777531",""
"","","","","","",""
"","Dec","6103.7","","3247.4086","0.53203935317922",""
"","","","","","",""
"","Jan","3912.5","","2210.0508","0.56486921405751",""
"","","","","","",""
"","Feb","7992.1","","4893.9848","0.61235279838841",""
"","","","","","",""
"","Mar","7858","","4577.4861","0.58252559175363",""
"","","","","","",""
"","Apr","5988.4","","3717.6793","0.62081345601496",""
"","","","","","",""
"","May","2749.3","","1713.7128","0.62332695595242",""
"","","","","","",""
"","Jun","935.8","","600.2715","0.6414527676854",""
"","","","","","",""
"","","50595.7","","28791.7154","0.56905459159573",""
"Buidling Total Cost","Buidling Total Cost","","","351203.4412","",""
"","","","","","",""
"03-RED_JK-A144","RED JACKET","173,835 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","252943","619.59","18919.8965","0.074799051564977","2012-13: Increase elec usage due to new Red Jkt Kitch."
"","","","","","",""
"","Aug","259538","697.76","15776.2167","0.060785768172676",""
"","","","","","",""
"","Sep","281023","704.39","18247.5371","0.064932539685364",""
"","","","","","",""
"","Oct","324921","782.07","19523.2651","0.06008619048938",""
"","","","","","",""
"","Nov","425688","1008.92","30318.6458","0.071222693146154",""
"","","","","","",""
"","Dec","478233","1105.72","32440.8276","0.067834774262755",""
"","","","","","",""
"","Jan","520324","1216.68","64304.3317","0.12358517327665",""
"","","","","","",""
"","Feb","549127","1196.29","51810.7276","0.094351083811213",""
"","","","","","",""
"","Mar","521246","1099.97","48647.321","0.093328909958062",""
"","","","","","",""
"","Apr","378150","906.41","28152.3959","0.074447695094539",""
"","","","","","",""
"","May","244462","678.14","21575.0687","0.088255306346181",""
"","","","","","",""
"","Jun","212141","540.26","16883.8745","0.079587983935213",""
"","","","","","",""
"","","4447796","","366600.1082","0.082422869259292",""
"Commodity:","Natural Gas","Unit: CCF","","","",""
"","","","","","",""
"","Jul","2150","","1227.7166","0.57103097674419","2012-13: Increase gas usage due to new Red Jkt Kitch."
"","","","","","",""
"","Aug","2020","","1108.6696","0.54884633663366",""
"","","","","","",""
"","Sep","5319","","2816.4915","0.5295152284264",""
"","","","","","",""
"","Oct","6685","","3469.0891","0.51893629020194",""
"","","","","","",""
"","Nov","7352","","3644.4815","0.49571293525571",""
"","","","","","",""
"","Dec","12273","","6529.7177","0.53203924875744",""
"","","","","","",""
"","Jan","8880","","5016.0338","0.56486867117117",""
"","","","","","",""
"","Feb","13380","","8193.2889","0.61235343049327",""
"","","","","","",""
"","Mar","12673","","7382.3366","0.58252478497593",""
"","","","","","",""
"","Apr","8880","","5512.8271","0.62081386261261",""
"","","","","","",""
"","May","4793","","2987.6051","0.62332674733987",""
"","","","","","",""
"","Jun","2650","","1699.8456","0.64145116981132",""
"","","","","","",""
"","","87055","","49588.1031","0.5696180931595",""
"Buidling Total Cost","Buidling Total Cost","","","416188.2113","",""
"","","","","","",""
"03-SLEE-A470","SLEE","39,875 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","47963","107.2","3587.5869","0.074799051352084",""
"","","","","","",""
"","Aug","47681","130.13","2898.3262","0.060785767915941",""
"","","","","","",""
"","Sep","53413","130.27","3468.2417","0.064932538895026",""
"","","","","","",""
"","Oct","56569","143.72","3399.0157","0.060086190316251",""
"","","","","","",""
"","Nov","66377","236.58","4727.5487","0.071222693101526",""
"","","","","","",""
"","Dec","78823","172.98","5346.9404","0.067834774114154",""
"","","","","","",""
"","Jan","90796","192.95","11221.0394","0.12358517335565",""
"","","","","","",""
"","Feb","87808","259.8","8284.78","0.094351084183673",""
"","","","","","",""
"","Mar","87638","186.58","8179.159","0.093328909833634",""
"","","","","","",""
"","Apr","63317","153.47","4713.8047","0.074447694931851",""
"","","","","","",""
"","May","59027","156.95","5209.446","0.088255306893456",""
"","","","","","",""
"","Jun","54466","132.01","4334.8391","0.079587983329049",""
"","","","","","",""
"","","793878","","65370.7278","0.082343543718304",""
"Buidling Total Cost","Buidling Total Cost","","","65370.7278","",""
"","","","","","",""
"03-SOL201-A601-A202","South Lake Village","246,797 SQFEET ","","","",""
"","","","","","",""
"","","","","","",""
"Commodity:","Electric","Unit: KWH","","","",""
"","Jul","148109","459.86","11078.413","0.074799053399861",""
"","","","","","",""
